main_id,id,version,hip,tyc,ucac,twomass,sdss,allwise,gaia,apass,kic,objtype,typesrc,ra,dec,posflag,pmra,e_pmra,pmdec,e_pmdec,pmflag,plx,e_plx,parflag,gallong,gallat,eclong,eclat,bmag,e_bmag,vmag,e_vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,jmag,e_jmag,hmag,e_hmag,kmag,e_kmag,twomflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,gaiamag,e_gaiamag,tmag,e_tmag,tessflag,spflag,teff,e_teff,logg,e_logg,mh,e_mh,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_ebv,epos_ebv,ebvflag,eneg_mass,epos_mass,eneg_rad,epos_rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_teff,epos_teff,teffflag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareflag,vmagflag,bmagflag,splists,e_ra,e_dec,ra_orig,dec_orig,e_ra_orig,e_dec_orig,raddflag,wdflag,objid,CCD,sector,otype,sp_type,sp_qual,nbref
V* FY Lib,335865775,20190415,73213.0,5587-00873-1,388-065096,14574655-1226153,,J145746.56-122615.4,6.313070693500198e+18,6258149.0,,STAR,tmgaia2,224.443952236257,-12.4375888205006,tmgaia2,19.1719,0.356485,-16.2758,0.334175,gaia2,3.55979,0.162951,gaia2,344.783542372647,39.9524925749118,225.643758731634,4.26603688899033,8.849,0.0,7.49582,0.023,,,,,,,,,,,1.294,0.278,0.291,0.234,-0.004,0.228,DDD-333-111-000-0-0,,-1.992,,-1.889,,-0.51,0.377,-1.607,0.003,4.97625,0.00958915,3.59212,0.0136,rered,,,,,,,,,,,,,,,,,279.649,12.884,0.0330203,0.0167641,,,,,,0.0137129,0.0198153,panstarrs,,,,,,,,,,,12.301,13.467,bj2018,,,,7.43161,0.032179,3.66292,0.024131,1.0,,sirful,apassdr9,,5.56014374755348,5.18140950405061,224.444036765745,-12.4376588968754,0.146036000332018,0.132600399734449,-1.0,0,937126553,2,91,LP*,M5III,C,60
* psi Oph,203446674,20190415,80343.0,6211-00510-1,350-080610,16240618-2002147,,J162406.19-200214.9,6.244910760808419e+18,,,STAR,tmgaia2,246.025624768189,-20.037519822955,tmgaia2,,,,,,,,,356.169052827551,20.1825509594358,247.55029099404,1.55273779958469,5.494,0.017,4.48,0.03,,,,,,,,,,,2.615,0.214,2.137,0.192,2.046,0.2,CCC-333-111-000-0-0,,0.473,,0.442,,2.244,0.02,2.134,0.013,4.20086,0.00527571,3.6099,0.008,gbprp,spec7,4748.0,100.0,,,-0.13,0.1,,,,,,,GIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spect,4.73413,0.001067,3.57452,0.001963,1.0,,hipvmag,tycho2b3,,1.07911340686641,0.198903751245468,246.025624768189,-20.037519822955,1.07911340686641,0.198903751245468,0.0,-1,1065739353,4,91,PM*,K0-II-III,C,90
* nu.01 Sgr,441969141,20190415,92761.0,6860-00863-1,337-175720,18541017-2244414,,J185410.18-224441.4,4.0757057838852966e+18,,,STAR,tmgaia2,283.542406986339,-22.7448409059087,tmgaia2,4.29116,0.345117,-7.78605,0.289344,gaia2,2.31705,0.213869,gaia2,12.7434523187939,-10.7240470808723,282.471606050623,0.110038743424061,6.251,0.014,4.86,0.03,,,,,,,,,,,2.54,0.314,2.068,0.224,1.92,0.264,DDD-333-111-000-0-0,,-0.69,,-0.08,,1.757,0.015,1.622,0.016,4.39298,0.00663369,3.62233,0.0092,rered,gaia2,4525.0,122.0,,,,,108.071,,,,,,GIANT,,,432.788,42.3395,0.140839,0.01433445,,,,,,0.0165141,0.0121548,panstarrs,,,,,,,,,,,38.289,46.39,bj2018,,,dered,5.13765,0.002527,3.59377,0.004668,1.0,,hipvmag,tycho2b3,,5.45945950540936,4.48798861074913,283.542427020075,-22.744874429181,0.181393149708675,0.168296470521311,0.0,0,1619054124,1,92,*,K1II,C,100
V* V4405 Sgr,177227194,20190415,92079.0,6288-01145-1,352-150650,18460114-1936228,,J184601.13-193622.8,4.0862487260066836e+18,,,STAR,tmgaia2,281.504786542221,-19.6063571989477,tmgaia2,-5.19916,0.277573,4.2932,0.243694,gaia2,4.66958,0.175266,gaia2,14.7779384227784,-7.65381467603923,280.848761022576,3.40069632979903,7.971,0.014,6.34,0.03,,,,,,,,,,,1.722,0.276,0.789,0.236,0.52,0.3,DDD-333-111-000-0-0,,-2.239,,-1.674,,0.323,0.098,0.217,0.015,4.84759,0.00646865,3.62597,0.0105,rered,,3228.0,123.0,,,,,,,,,,,,,,213.395,8.0615,0.0393036,0.03495925,,,,,,0.0157633,0.0541552,panstarrs,,,,,,,,,,,7.763,8.36,bj2018,,,dered,6.66795,0.01664,3.66804,0.016116,1.0,,hipvmag,tycho2b3,,4.36850440049521,3.77986330491373,281.504762779173,-19.606338714338,0.143891642603613,0.1403430076076,-1.0,0,1592662210,2,92,LP*,M2/3III,D,28
V* GG Lib,73849418,20190415,76075.0,6764-00300-1,331-077806,15321514-2352489,,J153215.16-235248.7,6.239272430821447e+18,11404433.0,,STAR,tmgaia2,233.063102895669,-23.8801762862666,tmgaia2,15.5733,0.407124,-1.61655,0.325131,gaia2,4.65499,0.209435,gaia2,343.942992673975,25.9094453343962,236.544489801853,-4.62853369412279,8.344,0.016,6.75,0.03,,,,,,,,,,,1.581,0.282,0.63,0.206,0.334,0.254,DCD-333-111-000-0-0,,-2.335,,-1.687,,0.08,0.111,0.05,0.013,5.01382,0.00598913,3.67904,0.0096,rered,,3116.0,122.0,,,,,,,,,,,,,,214.293,9.725,0.13094,0.05046695,,,,,,0.0742554,0.0266785,panstarrs,,,,,,,,,,,9.292,10.158,bj2018,,,dered,7.08359,0.017883,3.73976,0.008878,1.0,,hipvmag,tycho2b3,,6.45275018907386,5.041625279074,233.063176224785,-23.8801832464299,0.189338764938325,0.145319627606689,-1.0,0,979513749,2,91,LP?,M4III,C,33
* nu. Lib,432202774,20190415,73945.0,6169-01314-1,369-069084,15063759-1615244,,J150637.58-161524.6,6.306084740216144e+18,,,STAR,tmgaia2,226.656656756475,-16.2568221835649,tmgaia2,-37.8135,0.474299,-22.4322,0.340718,gaia2,5.73267,0.262507,gaia2,343.99616036129,35.6173817813284,228.77110017479,1.19615169310902,6.75,0.013,5.19,0.03,,,,,,,,,,,2.466,0.336,1.778,0.25,1.611,0.286,DDD-333-111-00d-0-0,,-0.922,,-0.288,,1.418,0.019,1.321,0.014,4.55879,0.00766304,3.69055,0.0104,rered,gaia2,4007.0,122.0,,,,,52.7359,,,,,,GIANT,,,174.235,8.0595,0.0535197,0.0182974,,,,,,0.0240944,0.0125004,panstarrs,,,,,,,,,,,7.694,8.425,bj2018,,,dered,5.48176,0.009375,3.65899,0.003488,1.0,,hipvmag,tycho2b3,,7.42913562026662,5.28375532379153,226.656487167597,-16.2569187667165,0.20731058859324,0.166573728583985,0.0,0,947119114,2,91,*,K5-III,B,99
* nu. Aqr,24806286,20190415,104459.0,5779-01803-1,394-124044,21093564-1122180,,J210935.73-112218.2,6.895103083539483e+18,,,STAR,tmgaia2,317.398537677415,-11.3716951063449,tmgaia2,92.9383,0.378571,-14.3896,0.247831,gaia2,20.5599,0.255874,gaia2,38.4467760605192,-35.7744940857188,316.396698091947,4.76473828842778,5.442,0.018,4.50745,0.023,,,,,,,,,,,2.94,0.268,2.421,0.172,2.334,0.246,DCD-333-111-000-0-0,,1.108,,0.5,,2.439,0.012,2.313,0.018,4.26089,0.00245695,3.6991,0.0066,gbprp,spect,5093.0,46.0,,,,,7.87815,,,,,,GIANT,,,48.5844,0.6087,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,4.74521,0.001119,3.65001,0.003176,1.0,,sirful,tycho2b3,,5.8999475171129,3.84471959797578,317.398945841218,-11.3717570618487,0.190752133032128,0.160201876639529,0.0,0,1712177907,1,92,PM*,K0III,C,105
* rho01 Sgr,334177803,20190415,95168.0,6301-02457-1,361-187412,19214037-1750499,,J192140.35-175049.5,4.0844748357803325e+18,,,STAR,tmgaia2,290.418165208431,-17.8472045192479,tmgaia2,-26.3352,0.844397,22.9493,0.768473,gaia2,26.3172,0.481685,gaia2,20.0576491583968,-14.5477337545055,289.450062990709,4.22401192809507,4.132,0.023,3.92,0.03,,,,,,,,,,,3.608,0.244,3.412,0.224,3.409,0.244,DDD-333-111-0d0-0-0,,3.382,0.477,3.024,0.355,3.378,0.013,3.339,0.021,3.94829,0.0234246,3.7732,2.3083,gbprp,gaia2,7511.0,,3.68218,,,,3.14028,,1.73,,0.0558649,,DWARF,28.27637,,37.9813,0.7005,0.0,0.0,943.0,0.0015705621,,,0.0,0.0,0.0,,,,,,,,,,,,0.6878,0.7132,bj2018,,,dered0,4.02205,4.02209,3.67834,0.00444,1.0,,hipvmag,tycho2b3,,13.2558826440157,11.917695732734,290.418046088375,-17.8471057097971,0.441798083008962,0.389427111452145,1.0,0,1670515167,3,92,dS*,A9IV,C,134
*  24 Sgr,227998935,20190415,91004.0,6858-01412-1,330-163059,18335349-2401560,,J183353.47-240156.5,4.077480533158341e+18,,,STAR,tmgaia2,278.47286398134,-24.0322839851926,tmgaia2,-3.41549,0.334194,-6.8902,0.278054,gaia2,2.13755,0.202046,gaia2,9.51960042268377,-7.09581704107523,277.734491234971,-0.820204499585424,7.353,0.018,5.49,0.03,,,,,,,,,,,2.132,0.266,1.28,0.264,1.065,0.302,DDD-333-111-000-0-0,,-1.421,,-0.407,,1.262,0.044,1.061,0.012,4.73422,0.00425629,3.8002,0.0125,rered,gaia2,3985.0,122.0,,,,,146.596,,,,,,GIANT,,,468.91,46.983,0.129195,0.02123875,,,,,,0.0129151,0.0295624,panstarrs,,,,,,,,,,,42.382,51.584,bj2018,,,dered,5.76578,0.003869,3.80079,0.006273,1.0,,hipvmag,tycho2b,,5.29844234420052,4.31300971102042,278.472847880034,-24.0323136513326,0.159210113168981,0.165401937072905,0.0,0,1544889785,1,92,*,K3III,C,34
* i Vir,335102703,20190415,65581.0,5550-01597-1,387-060475,13264318-1242277,,J132643.07-124227.7,3.610805737623655e+18,,,STAR,tmgaia2,201.679865812933,-12.7076663715008,tmgaia2,-131.236,0.324274,-20.5878,0.269018,gaia2,6.5495,0.173164,gaia2,316.180297523436,49.2543721766317,204.762176719597,-3.35240947068136,6.762,0.014,5.27311,0.023,,,,,,,,,,,2.608,0.24,1.82,0.23,1.64,0.27,DDD-333-111-000-0-0,,-0.541,,0.049,,1.563,0.02,1.439,0.015,4.65991,0.00570949,3.81819,0.0085,rered,gaia2,4015.0,122.0,,,,,41.898,,,,,,GIANT,,,152.197,4.046,0.0203821,0.00756589,,,,,,0.0099884,0.00514338,panstarrs,,,,,,,,,,,3.94,4.152,bj2018,,,dered,5.54731,0.004455,3.78065,0.001429,1.0,,sirful,tycho2b3,,5.05905991163076,4.17171363517811,201.679286580818,-12.7077550140465,0.132953525443329,0.127034424822401,0.0,0,849940257,1,91,PM*,K5III,C,79
*  42 Lib,12354002,20190415,76742.0,6777-01627-1,331-078706,15401689-2349048,,J154016.87-234905.0,6.23853782391405e+18,,,STAR,tmgaia2,235.070409807972,-23.8180764887596,tmgaia2,-16.8719,0.465134,-17.8201,0.428849,gaia2,8.71523,0.262821,gaia2,345.53352448345,24.7657570998399,238.320027462533,-4.13836349978055,6.283,0.014,4.97,0.03,,,,,,,,,,,2.764,0.31,2.192,0.246,1.978,0.252,DDD-333-111-000-0-0,,0.375,,0.149,,2.011,0.019,1.913,0.018,4.56782,0.00512212,3.84581,0.0083,rered,spect,4363.75,26.9021,,,,,29.1162,,,,,,GIANT,,,114.561,3.481,0.133692,0.0255581,,,,,,0.0378386,0.0132776,panstarrs,,,,,,,,,,,,,bj2018,,,spect,5.23792,0.002711,3.80616,0.005039,1.0,,hipvmag,tycho2b3,,7.37235468467896,6.65003932254796,235.070330402268,-23.8181532142111,0.248379387605737,0.195687436985178,0.0,0,991149969,2,91,*,K3-IIICN2,B,120
V* RS Cap,214564391,20190415,104252.0,6346-01682-1,368-186318,21071542-1625214,,J210715.42-162521.7,6.88252786597329e+18,9962169.0,,STAR,tmgaia2,316.814292650683,-16.4226351809492,tmgaia2,4.78146,0.526937,-26.9897,0.462681,gaia2,3.67281,0.323318,gaia2,32.4045481110318,-37.2812962968389,314.378346113154,0.0989853644710121,9.686,0.0,8.35,0.03,,,,,,,,,,,1.206,0.228,0.249,0.232,-0.221,0.268,DDD-333-111-000-0-0,,-1.412,,-1.099,,-1.403,0.355,-2.623,0.001,5.35172,0.0154456,3.87037,0.0187,rered,spect,3469.0,234.0,,,,,89.7156,,,,,,GIANT,,,273.726,25.55,0.0261986,0.00414906,,,,,,0.00442342,0.0038747,panstarrs,,,,,,,,,,,,,bj2018,,,spect,8.31475,0.038731,3.95968,0.039358,1.0,,hipvmag,apassdr9,,8.25730476396792,7.17692770155893,316.814314113143,-16.422751386604,0.292385147138743,0.277638152680167,0.0,0,1711908229,2,92,AB*,M6/7III,D,73
* nu.02 Sgr,468048180,20190415,92845.0,6860-00304-1,337-176331,18550714-2240168,,J185507.21-224016.9,4.075701763795658e+18,,,STAR,tmgaia2,283.779739162659,-22.6713259871772,tmgaia2,104.477,0.548584,-18.7653,0.456903,gaia2,10.6938,0.33808,gaia2,12.9056152131341,-10.8912739227867,282.696479877249,0.162660323404994,6.353,0.015,5.0,0.03,,,,,,,,,,,2.688,0.234,2.056,0.212,1.901,0.244,DCD-333-111-000-0-0,,-0.169,,0.287,,2.03,0.013,1.879,0.019,4.59637,0.00608923,3.876,0.0086,gbprp,spect,4245.83,24.2722,,,,,21.5572,,,,,,GIANT,,,93.4412,2.9796,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,5.30883,0.007083,3.84627,0.006491,1.0,,hipvmag,tycho2b3,,8.67685495449454,7.08752429468906,283.780226662788,-22.6714067829571,0.283282974325463,0.279868186465315,0.0,0,1621526055,1,92,PM*,K3-II-III:CN1Ba1,C,131
* chi Oph,204191276,20190415,80569.0,6207-01170-1,358-079219,16270145-1827225,,J162701.42-182722.6,4.323764712417429e+18,8862002.0,,STAR,tmgaia2,246.755979796118,-18.4562524153972,tmgaia2,-4.97173,0.58448,-21.7522,0.465544,gaia2,8.17705,0.305664,gaia2,357.932805874933,20.6765999303296,247.979223371233,3.22371389589537,4.458,0.023,4.22,0.03,,,,,,,,,,,3.404,0.288,3.149,0.194,2.885,0.28,DCD-333-111-000-0-0,,1.302,,0.763,,1.171,0.039,0.432,0.022,4.20029,0.00779251,3.88206,0.0126,rered,gaia2,6562.0,133.0,,,,,11.8627,,,,,,GIANT,,,122.19,4.61,0.0132798,0.027515424,,,,,,0.00463735,0.0503935,panstarrs,,,,,,,,,,,4.439,4.781,bj2018,,,dered,4.40941,0.011192,3.80605,0.0097,1.0,,hipvmag,tycho2b3,,9.1817638035496,7.21812015270835,246.755957229351,-18.4563460707049,0.254682482751711,0.177718626796316,0.0,0,1071084457,4,91,Be*,B2Vne,C,619
HD 143787,67178294,20190415,78650.0,6784-01424-1,321-083014,16032063-2551547,,J160320.54-255155.3,6.043646879640104e+18,,,STAR,tmgaia2,240.835924120205,-25.8652403575835,tmgaia2,-66.6081,0.357965,-38.6568,0.244275,gaia2,14.3632,0.201998,gaia2,348.169289287231,19.7051412249598,243.883945485365,-5.03151599711253,6.203,0.016,4.96,0.03,,,,,,,,,,,2.907,0.31,2.339,0.254,2.213,0.268,DDD-333-111-000-0-0,,0.443,,0.321,,2.163,0.026,2.027,0.015,4.57935,0.00392429,3.8942,0.0072,gbprp,spect,4375.0,100.0,,,0.01,0.1,14.7458,,,,,,GIANT,,,69.5089,0.98365,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,bj2018,,,spect,5.22805,0.001363,3.85093,0.003402,1.0,,hipvmag,tycho2b3,,5.69552880949393,3.78736484347443,240.835605407522,-25.8654067969328,0.174153392565431,0.0913714325148239,0.0,0,1027250902,3,91,PM*,K3III,C,52
V* UX Sgr,351854049,20190415,,6281-00946-1,368-158359,18545448-1631314,,J185454.46-163131.5,4.1005996848935767e+18,,,STAR,tmgaia2,283.726990734987,-16.5254022257266,tmgaia2,-12.5295,0.355274,-7.43676,0.282887,gaia2,3.54404,0.226597,gaia2,18.5090783961401,-8.19938945172356,283.230546982988,6.2856328651694,9.164,0.021,7.642,0.004,,,,,,,,,,,1.537,0.282,0.568,0.228,0.232,0.25,DDD-333-111-000-0-0,,-2.161,,-2.167,,-0.696,0.4,-1.822,0.003,5.28779,0.0142594,3.90828,0.0205,rered,,,,,,,,,,,,,,,,,281.995,18.5905,0.0719304,0.04148805,,,,,,0.0275335,0.0554426,panstarrs,,,,,,,,,,,17.389,19.792,bj2018,,,,7.80113,0.054618,4.13864,0.040441,1.0,,tycho2v3,tycho2b3,,5.56749770577185,4.3879911111565,283.726934464191,-16.5254342451177,0.182380967335681,0.168661149457097,-1.0,0,1621464913,2,92,LP*,M5/6III,D,27
*  24 Sco,398707879,20190415,81724.0,6221-00904-1,362-077684,16413436-1744319,,J164134.38-174431.8,4.1319417835357737e+18,,,STAR,tmgaia2,250.393266974022,-17.7421679642235,tmgaia2,-21.6696,0.363407,-1.22439,0.200112,gaia2,8.29128,0.262584,gaia2,0.818805032877656,18.4254689304094,251.303128739762,4.43354338552735,5.995,0.017,4.91,0.03,,,,,,,,,,,2.815,0.222,2.29,0.194,2.148,0.234,DCD-333-111-000-0-0,,0.419,,0.837,,2.354,0.014,2.196,0.015,4.57043,0.00290204,3.91916,0.0067,rered,gaia2,4651.0,122.0,,,,,21.7753,,,,,,GIANT,,,120.421,3.8435,0.0102737,0.015287215,,,,,,0.00374443,0.02683,panstarrs,,,,,,,,,,,3.723,3.964,bj2018,,,dered,5.17062,0.000622,3.87586,0.001351,1.0,,hipvmag,tycho2b3,,5.70442022009401,3.10437413367155,250.393169015184,-17.742173235927,0.197356783314719,0.127955258246678,0.0,0,1101305351,4,91,*,G7.5II-IIICN1Ba0.5,B,101
*  47 Cap,333394783,20190415,107487.0,5788-01168-1,404-130595,21461627-0916333,,J214616.27-091633.4,2.666142975247906e+18,,,STAR,tmgaia2,326.567786963408,-9.27593887193369,tmgaia2,18.731,0.299899,8.38699,0.317335,gaia2,2.79325,0.205249,gaia2,46.1450493282937,-42.87713595528,325.645201682448,3.92215122413025,7.621,0.014,6.00056,0.023,,,,,,,,,,,2.252,0.254,1.356,0.274,1.097,0.324,DDD-333-111-000-0-0,,-1.208,,-0.443,,1.095,0.043,0.961,0.017,4.98544,0.00410153,3.9271,0.0082,rered,gaia2,3646.0,122.0,,,,,122.015,,,,,,GIANT,,,357.161,27.0245,0.0573838,0.00948249,,,,,,0.00806848,0.0108965,panstarrs,,,,,,,,,,,25.025,29.024,bj2018,,,dered,6.31854,0.01272,3.9341,0.007397,1.0,,sirful,tycho2b3,,4.66712975889002,4.92205798520312,326.567868679328,-9.27590276129127,0.178742582058619,0.181985988871436,0.0,0,1716791742,4,92,LP*,M2III,C,63
*  29 Sgr,224457605,20190415,92390.0,6289-03134-1,349-157091,18494010-2019288,,J184940.09-201928.4,4.0859165360690796e+18,,,STAR,tmgaia2,282.417123755238,-20.324662076694,tmgaia2,-2.11031,0.384778,34.9228,0.30199,gaia2,6.83468,0.259734,gaia2,14.5047553500659,-8.73924103485708,281.645139095884,2.61405927425034,6.614,0.014,5.22,0.03,,,,,,,,,,,2.721,0.318,2.002,0.238,1.856,0.258,DDD-333-111-d00-0-0,,-0.558,,0.041,,1.869,0.017,1.725,0.017,4.70585,0.00517189,3.93417,0.0084,rered,gaia2,4264.0,122.0,,,,,32.8084,,,,,,GIANT,,,146.099,5.601,0.0292098,0.0521024,,,,,,0.0175496,0.0866552,panstarrs,,,,,,,,,,,5.39,5.812,bj2018,,,dered,5.49405,0.002831,3.91337,0.006656,1.0,,hipvmag,tycho2b3,,6.06215261268574,4.68466579957774,282.417114065919,-20.3245117146375,0.191892518338957,0.189165905248094,0.0,0,1604793215,2,92,V*,K2III,C,41
* f Sgr,69306844,20190415,97290.0,6320-02845-1,352-176591,19462174-1945399,,J194621.63-194540.8,6.868679345227207e+18,,,STAR,tmgaia2,296.590577477421,-19.7611142594063,tmgaia2,-128.929,0.650673,-90.6388,0.55859,gaia2,16.6407,0.368359,gaia2,20.6491239025767,-20.6696734121128,294.921709203974,1.40709527960259,5.931,0.017,4.87,0.03,,,,,,,,,,,3.132,0.254,2.638,0.202,2.572,0.24,DCD-333-111-000-0-0,,0.964,,0.755,,2.458,0.011,2.386,0.02,4.56673,0.00780835,3.9555,0.0099,gbprp,gaia2,4793.0,122.0,,,,,9.88963,,,,,,GIANT,,,60.0466,1.33935,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,1.31,1.3687,bj2018,,,dered0,5.13131,0.001384,3.9262,0.003591,1.0,,hipvmag,tycho2b3,,10.2426281418971,8.66289219685197,296.589987630637,-19.7615045107604,0.330813386233505,0.286751413690762,0.0,0,1688641081,3,92,PM*,K0+III,C,72
* ome Sco,161828468,20190415,78933.0,6212-01711-1,347-077085,16064842-2040088,,J160648.41-204009.1,6.244010505607466e+18,,,STAR,tmgaia2,241.701761095968,-20.6691995235047,tmgaia2,-7.91114,0.810142,-21.0552,0.680173,gaia2,7.05964,0.397509,gaia2,352.74969780087,22.7729731893907,243.669334297275,0.220618201894136,3.881,0.022,3.93,0.03,,,,,,,,,,,4.16,0.282,4.188,0.228,4.009,0.036,DDE-331-111-d0d-0-0,,4.147,0.297,3.83,0.17,4.264,0.015,4.309,0.032,3.92397,0.0118822,3.96748,2.4981,rered,gaia2,10191.0,122.0,,,,,7.89723,,,,,,GIANT,,,141.933,8.25,0.0179532,0.00946507,,,,,,0.00668704,0.0122431,panstarrs,,,,,,,,,,,7.78,8.72,bj2018,,,dered,3.90098,3.901,3.91343,0.002277,1.0,,hipvmag,tycho2b3,,12.7690207387014,10.5462074399702,241.701724690861,-20.6692901778426,0.347672617047731,0.272686920184746,0.0,0,1033517844,3,91,bC*,B1V,C,489
V* V4401 Sgr,354002,20190415,91135.0,6275-00252-1,354-144438,18352370-1916067,,J183523.71-191606.9,4.0924656396882043e+18,9491406.0,,STAR,tmgaia2,278.848788869248,-19.2685334024978,tmgaia2,34.1258,0.329223,-14.0219,0.265693,gaia2,4.49558,0.18501,gaia2,13.9561089706269,-5.26209176784933,278.369115836625,3.91404030849076,8.501,0.016,6.77,0.03,,,,,,,,,,,1.919,0.29,0.988,0.212,0.742,0.244,DCD-333-111-000-0-0,,-1.86,,-1.334,,0.484,0.085,0.426,0.012,5.21889,0.00695079,3.97095,0.0098,rered,,3176.0,122.0,,,,,,,,,,,,,,221.716,9.1915,0.0434223,0.02251275,,,,,,0.0205573,0.0244682,panstarrs,,,,,,,,,,,8.818,9.565,bj2018,,,dered,7.12329,0.012256,4.01977,0.006958,1.0,,hipvmag,tycho2b3,,5.17873943084839,4.12132521568606,278.848944518908,-19.2685937746331,0.169694829730836,0.159400379947766,-1.0,0,1550649229,2,92,LP*,M3/4III,D,34
V* SU Sgr,442430935,20190415,93605.0,6873-00106-1,337-180651,19034375-2242426,,J190343.74-224243.2,4.081435682568602e+18,,,STAR,tmgaia2,285.932307860347,-22.7119424442654,tmgaia2,-22.145,0.421811,-27.9058,0.351842,gaia2,4.86954,0.259361,gaia2,13.7151034258215,-12.7127486610645,284.667916239314,-0.0802715432530586,9.758,0.033,8.4,0.03,,,,,,,,,,,0.941,0.238,-0.118,0.304,-0.521,0.348,DDD-333-111-000-0-0,,-1.818,,-2.656,,-0.89,0.376,-1.831,0.005,5.51471,0.0387482,3.97483,0.0398,rered,,,,,,,,,,,,,,,,,205.239,11.247,0.104624,0.04824035,,,,,,0.056125,0.0403557,panstarrs,,,,,,,,,,,10.642,11.852,bj2018,,,,8.49928,0.016226,3.99818,0.039047,1.0,,hipvmag,tycho2b3,,6.67213191161695,5.45725196712171,285.93220449893,-22.7120625942718,0.216257313814634,0.200949055864459,-1.0,0,1643906097,1,92,AB*,M7III,C,58
* chi Sco,135596590,20190415,79540.0,5621-01388-1,391-067286,16135090-1150160,,J161350.91-115015.9,4.3424642097534044e+18,,,STAR,tmgaia2,243.46211217671,-11.8377515253696,tmgaia2,-5.62983,0.320487,-9.06176,0.289228,gaia2,7.9805,0.164543,gaia2,1.30266923162535,27.3430158939895,243.704509292661,9.21184786346208,6.615,0.015,5.22606,0.023,,,,,,,,,,,2.943,0.27,2.266,0.228,2.094,0.244,DDD-333-111-00d-0-0,,0.122,,0.752,,2.058,0.011,1.931,0.019,4.75429,0.00505499,3.97655,0.008,rered,spect,4364.06,57.4823,,,0.0247835,0.00820404,32.0773,,,,,,GIANT,,,124.953,2.59,0.210363,0.1012513,,,,,,0.189979,0.0125236,panstarrs,,,,,,,,,,,,,bj2018,,,spect,5.50953,0.001626,3.96547,0.003003,1.0,,sirful,tycho2b3,,4.99623503431347,4.48448772238053,243.462087410446,-11.8377905412821,0.143518911294494,0.11417656075459,0.0,0,1046042253,4,91,*,K3III,C,80
* ksi Oph,75899957,20190415,84893.0,6246-00664-1,345-097650,17210038-2106463,,,4.1151422766966456e+18,,,STAR,tmgaia2,260.25156035712,-21.1129408061142,tmgaia2,265.572,0.522121,-201.563,0.386576,gaia2,58.6019,0.340436,gaia2,3.59003816152987,8.91195003877288,260.906009423119,2.0191251007684,4.753,0.023,4.39,0.03,,,,,,,,,,,3.355,0.25,3.136,0.254,3.067,0.302,DDD-333-111-000-0-0,,,,,,,,,,4.2772,0.00677576,3.9912,0.0092,gbprp,spect,6756.0,118.594,4.25376,0.0902265,,,1.48367,0.0628091,1.44,0.249107,0.440915,0.105278,DWARF,4.1316667,0.173084,17.057,0.0998,0.0,0.0,2505.0,0.016195258,,,0.0,0.0,0.0,,0.196069,0.302146,0.0584503,0.0671678,0.0736919,0.136865,0.0663,0.114153,0.173047,0.173121,0.0992,0.1004,bj2018,126.998,110.191,spect,4.49616,0.001744,3.95369,0.004623,1.0,,hipvmag,tycho2b3,,8.23709202743569,5.99620529869147,260.252786071646,-21.1138086512212,0.283255048339565,0.226443871349294,1.0,0,1225271239,1,91,PM*,F2V,C,145
HD 153336,18809254,20190415,83176.0,6814-00252-1,325-094672,16595770-2505317,,,4.112977922408079e+18,,,STAR,tmgaia2,254.990445525031,-25.0922007360316,tmgaia2,5.32946,0.237638,-15.6084,0.157362,gaia2,5.95264,0.177251,gaia2,357.46030696805,10.5674567371497,256.42382533859,-2.35753881863871,7.466,0.015,5.88,0.03,,,,,,,,,,,2.361,0.29,1.568,0.268,1.347,0.312,DDD-333-111-000-0-0,,,,,,,,,,4.9783,0.00325921,3.99277,0.0069,rered,gaia2,3732.0,122.0,,,,,50.2287,,,,,,GIANT,,,167.462,5.0165,0.0123638,0.01570205,,,,,,0.0056637,0.0257404,panstarrs,,,,,,,,,,,4.869,5.164,bj2018,,,dered,6.14388,0.001875,3.95592,0.001969,1.0,,hipvmag,tycho2b3,,3.77589712325158,2.44068638078822,254.990470862502,-25.0922679388676,0.134667805252816,0.0876786122387073,0.0,0,1150839054,2,91,V*,M1/2III,D,34
